category,min,max,mean,stddev,sum,count
43899,0.136504057,0.136504057,0.136504057,nan,0.136504057,1
30313,0.132469365,0.132469365,0.132469365,nan,0.132469365,1
30310,0.132469365,0.132469365,0.132469365,nan,0.132469365,1
30311,0.132469365,0.132469365,0.132469365,nan,0.132469365,1
14269,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
33078,0.132469365,0.132469365,0.132469365,nan,0.132469365,1
33079,0.1324694,0.1324694,0.1324694,nan,0.1324694,1
6006,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
6007,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
6004,0.001612496,0.021199096,0.011405796,0.0138498176804,0.022811592,2
6005,0.000338968,0.022734444,0.011536706,0.0158359929475,0.023073412,2
6002,0.004040486,0.018271962,0.011156224,0.0100631731859,0.022312448,2
6003,0.002828352,0.019733283,0.0112808175,0.0119535913456,0.022561635,2
6000,0.006475994,0.015335759,0.0109058765,0.00626479991122,0.021811753,2
6001,0.005252619,0.016810632,0.0110316255,0.00817274936934,0.022063251,2
42270,0.039595325,0.039595325,0.039595325,nan,0.039595325,1
42271,0.039595325,0.039595325,0.039595325,nan,0.039595325,1
42272,0.039595336,0.039595336,0.039595336,nan,0.039595336,1
42273,0.039595325,0.039595325,0.039595325,nan,0.039595325,1
42274,0.039595336,0.039595336,0.039595336,nan,0.039595336,1
35289,0.334070493,0.334070493,0.334070493,nan,0.334070493,1
6008,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
6009,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
35288,0.334070406,0.334070406,0.334070406,nan,0.334070406,1
